fig_num,name,num_parts,img_url,cluster
fig-008671,"Man, Brown Jacket, Light Gray Legs, Black Hair, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008671.jpg,3
fig-008672,"Mechanic, Woman, Red Overalls, Green Cap",4,https://cdn.rebrickable.com/media/sets/fig-008672.jpg,0
fig-008673,"Mechanic, Red Overalls, Green Cap, Printed Hair",4,https://cdn.rebrickable.com/media/sets/fig-008673.jpg,0
fig-008674,"Mechanic, Red Jacket with Zipper, Black Hair, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008674.jpg,3
fig-008675,"Man, White Shirt with Pockets, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008675.jpg,3
fig-008676,"Man, Open White Vest over Blue and Green Striped Shirt, Light Gray Legs, Black Cap",4,https://cdn.rebrickable.com/media/sets/fig-008676.jpg,6
fig-008677,"Man, Green Jacket, Green Legs, Black Cap, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008677.jpg,3
fig-008678,"Racer, White Jacket with Zipper, Red Helmet with Stars and Visor, Blue Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008678.jpg,0
fig-008679,"Man, Green Jacket with Zipper and Octan Logo, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-008679.jpg,0
fig-008680,"Man, Black Tank Top with Yellow Arms, Red Legs, Black Hair, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008680.jpg,3
fig-008681,"Woman, White Shirt with Pockets, Blue Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008681.jpg,8
fig-008682,"Woman, White Shirt with Shell Logo, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-008682.jpg,0
fig-008683,"Man, Open Black Jacket over Red Shirt, Light Gray Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008683.jpg,3
fig-008684,"Woman, Blue and White Jogging Suit, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008684.jpg,0
fig-008685,"Man, Red Riding Jacket, Light Gray Legs, Black Hard Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008685.jpg,3
fig-008686,"Woman, Pink Top with Horse, Light Gray Legs, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008686.jpg,0
fig-008687,"Woman, White Shirt with Palm Tree and Horse, Yellow Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008687.jpg,3
fig-008688,"Waiter, Black Vest over White Shirt with Bow Tie, Light Gray Legs, Black Hair, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008688.jpg,3
fig-008689,"Woman, Pink Top with Spots, White Legs, Brown Hair - Open Mouth",4,https://cdn.rebrickable.com/media/sets/fig-008689.jpg,8
fig-008690,"Man, Red and White Striped Swimsuit, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008690.jpg,0
fig-008691,"Woman, White Top with Desert Island, Yellow Legs, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008691.jpg,0
fig-008692,"Man Blue and White Striped Swimsuit, Blue Cap, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008692.jpg,6
fig-008693,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008693.jpg,3
fig-008694,"Man, Blue and White Striped Swimsuit, Brown Hair, Yellow Life Vest, Moustache",5,https://cdn.rebrickable.com/media/sets/fig-008694.jpg,6
fig-008695,"Woman, Red Swimsuit, Black Hair - Open Mouth",4,https://cdn.rebrickable.com/media/sets/fig-008695.jpg,3
fig-008696,"Woman, White Swimsuit with Desert Island and Dolphin, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008696.jpg,3
fig-008697,"Man, White Tank Top with Windsurfer, Yellow Legs, Blue Cap, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008697.jpg,6
fig-008698,"Man, White Tank Top with Windsurfer, Blue Legs, Blue Cap, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008698.jpg,6
fig-008699,"Woman, White Swimsuit with Desert Island and Dolphin, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008699.jpg,4
fig-008700,"Woman, Pink Top with Lace Collar, Yellow Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008700.jpg,3
fig-008701,"Woman, Tied Pink Tank Top with Flowers, Pink Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008701.jpg,4
fig-008702,"Man, White Tank Top with Windsurfer, Yellow Legs, Black Hair, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008702.jpg,3
fig-008703,"Woman, Pink Swimsuit with Lace Collar, Yellow Life Vest, Brown Hair",5,https://cdn.rebrickable.com/media/sets/fig-008703.jpg,4
fig-008704,"Woman, Red Riding Jacket, Black Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008704.jpg,3
fig-008705,"Man, Blue and White Striped Tank Top, Black Hard Hat, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008705.jpg,3
fig-008706,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008706.jpg,4
fig-008707,"Man, Black Torso with Yellow Arms, White Legs, Brown Hair, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008707.jpg,8
fig-008708,"Woman, White Top with Desert Island, Yellow Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008708.jpg,3
fig-008710,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008710.jpg,4
fig-008711,"Man, White Tank Top with Windsurfer, White Legs, Blue Cap, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008711.jpg,6
fig-008712,"Woman, Pink Top with Spots, Yellow Legs, Brown Hair, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-008712.jpg,4
fig-008713,"Man, White Top with Desert Island, Light Gray Legs, Blue Cap",4,https://cdn.rebrickable.com/media/sets/fig-008713.jpg,6
fig-008714,"Man, White Tank Top with Windsurfer, Yellow Legs, Brown Hair, Moustache",5,https://cdn.rebrickable.com/media/sets/fig-008714.jpg,8
fig-008715,"Woman, Pink Top with Spots, White Legs, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008715.jpg,0
fig-008716,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008716.jpg,4
fig-008717,"Man, Blue and White Striped Tank Top, Light Gray Cowboy Hat, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008717.jpg,6
fig-008718,"Man, Green Jacket, Green Legs, Red Cap, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008718.jpg,0
fig-008719,"Woman, Blue Top with TV Logo, White Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008719.jpg,3
fig-008720,"Man, Green Jacket, Green Legs, White Cap, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008720.jpg,0
fig-008721,"Man, Open Black Jacket over Red Shirt, Black Legs, Blue Cap",4,https://cdn.rebrickable.com/media/sets/fig-008721.jpg,3
fig-008722,"Woman, Black Vest over Red Top, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008722.jpg,3
fig-008723,"Man, Blue Jacket with Tie and Three Buttons, Red Legs, Red Hat",4,https://cdn.rebrickable.com/media/sets/fig-008723.jpg,0
fig-008724,"Man, Black Vest over Blue Shirt, Black Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008724.jpg,3
fig-008725,"Man, Plain Blue, Red Hat",4,https://cdn.rebrickable.com/media/sets/fig-008725.jpg,6
fig-008726,"Man, Red Overalls, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008726.jpg,0
fig-008727,"Woman, Blue and White Stripe Shirt, White Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008727.jpg,8
fig-008728,"Man, Black Overalls, White Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-008728.jpg,3
fig-008729,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-008729.jpg,6
fig-008730,"LEGOLAND Black, Top Hat",4,https://cdn.rebrickable.com/media/sets/fig-008730.jpg,3
fig-008731,"Knight, Blue Torso, Black Legs, Dark Gray Helmet",4,https://cdn.rebrickable.com/media/sets/fig-008731.jpg,6
fig-008732,"Chef, Red Neckerchief, White Legs, Top Hat",4,https://cdn.rebrickable.com/media/sets/fig-008732.jpg,0
fig-008733,"Woman, White Shirt with Gold Necklace, Red Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008733.jpg,0
fig-008734,"Man, Blue Vest over White Shirt, Top Hat",4,https://cdn.rebrickable.com/media/sets/fig-008734.jpg,6
fig-008735,"Man, Black Vest over Red Shirt, Red Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008735.jpg,0
fig-008736,"Man, Blue Suit with Tie and Three Buttons, Blue Hat",4,https://cdn.rebrickable.com/media/sets/fig-008736.jpg,6
fig-008737,"Man, Black Jacket over Red Shirt, Light Gray Legs, Brown Hair (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008737.jpg,3
fig-008738,"Man, Black Shirt with Buttons and Pockets, Black Legs, White Hat",4,https://cdn.rebrickable.com/media/sets/fig-008738.jpg,3
fig-008739,"Man, Red Jacket with Zipper, Red Legs, White Hat",4,https://cdn.rebrickable.com/media/sets/fig-008739.jpg,0
fig-008740,"Woman, Plain Black Torso, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008740.jpg,3
fig-008741,"Man, Plain Black, Black Cowboy Hat",4,https://cdn.rebrickable.com/media/sets/fig-008741.jpg,3
fig-008742,"Woman, White Top with Red Necklace, Blue Legs, Black Hair (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008742.jpg,0
fig-008743,"Man, Black Vest over Blue Shirt, Black Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008743.jpg,3
fig-008744,"Man, White Shirt with Two Stripes and 'S', Red Legs, White Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-008744.jpg,0
fig-008745,"Fireman, Light Gray Fire Suit with Gauge and Pocket, Dark Gray Helmet with Breathing Apparatus, Moustache",5,https://cdn.rebrickable.com/media/sets/fig-008745.jpg,4
fig-008746,"Ground Crew, Blue Jumpsuit with Plane and ID Badge, White Helmet, Breathing Apparatus with Visor, Airtanks",7,https://cdn.rebrickable.com/media/sets/fig-008746.jpg,4
fig-008747,"Man, White and Red Striped Shirt, Red Legs, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-008747.jpg,0
fig-008748,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, White Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008748.jpg,0
fig-008749,"Man, Black Overalls, Light Gray Cap",4,https://cdn.rebrickable.com/media/sets/fig-008749.jpg,3
fig-008750,"Man, Blue Jacket with Highway Logo, Blue Legs, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008750.jpg,6
fig-008751,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Cowboy Hat",4,https://cdn.rebrickable.com/media/sets/fig-008751.jpg,3
fig-008752,"Man, Red Jacket with Zipper, Blue Legs, Red Hard Hat",4,https://cdn.rebrickable.com/media/sets/fig-008752.jpg,0
fig-008753,"Chef, Red Neckerchief, Black Legs (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008753.jpg,0
fig-008754,"Man, Black Jacket with Zipper, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008754.jpg,3
fig-008755,"Woman, White Shirt with Gold Necklace, Red Legs, Black Hair (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008755.jpg,0
fig-008756,"Policeman, Black Suit with Badge, Black Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008756.jpg,3
fig-008757,"Chef, Red Neckerchief, Black Legs (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008757.jpg,0
fig-008758,"Man, Red Jacket with Zipper, Blue Legs, Red Hard Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008758.jpg,0
fig-008759,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Red Hard Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008759.jpg,6
fig-008760,"Man, Blue Shirt, Blue Legs, Red Hard Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008760.jpg,6
fig-008761,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Cowboy Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008761.jpg,3
fig-008762,"Racer, White Shirt with Two Stripes and 'S', Black Legs, Red Helmet",4,https://cdn.rebrickable.com/media/sets/fig-008762.jpg,0
fig-008763,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008763.jpg,0
fig-008764,"Man, Blue Overalls, Black Hat",4,https://cdn.rebrickable.com/media/sets/fig-008764.jpg,6
fig-008765,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008765.jpg,6
fig-008766,"Woman, Plain Blue, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008766.jpg,8
fig-008767,"Postal Worker, Red Shirt with Horn Logo, Red Legs, Red Helmet",4,https://cdn.rebrickable.com/media/sets/fig-008767.jpg,0
fig-008768,"Woman, Red and White Striped Shirt, Blue Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008768.jpg,0
fig-008769,Bride,6,https://cdn.rebrickable.com/media/sets/fig-008769.jpg,4
fig-008770,Viking Woman,6,https://cdn.rebrickable.com/media/sets/fig-008770.jpg,4
fig-008771,Actor,5,https://cdn.rebrickable.com/media/sets/fig-008771.jpg,4
fig-008772,Alien Villainess,7,https://cdn.rebrickable.com/media/sets/fig-008772.jpg,4
fig-008773,Forest Maiden,4,https://cdn.rebrickable.com/media/sets/fig-008773.jpg,4
fig-008774,Fortune Teller,4,https://cdn.rebrickable.com/media/sets/fig-008774.jpg,4
fig-008775,Hollywood Starlet,4,https://cdn.rebrickable.com/media/sets/fig-008775.jpg,4
fig-008776,Fairytale Princess,4,https://cdn.rebrickable.com/media/sets/fig-008776.jpg,4
fig-008777,Wizard,7,https://cdn.rebrickable.com/media/sets/fig-008777.jpg,4
fig-008778,"Danju, Geometric Pattern (Knights Kingdom II)",6,https://cdn.rebrickable.com/media/sets/fig-008778.jpg,4
fig-008779,Evil Wizard,6,https://cdn.rebrickable.com/media/sets/fig-008779.jpg,4
fig-008780,"Dracus, Angry (Knights Kingdom II)",5,https://cdn.rebrickable.com/media/sets/fig-008780.jpg,4
fig-008781,"Dracus, Sad (Knights Kingdom II)",5,https://cdn.rebrickable.com/media/sets/fig-008781.jpg,4
fig-008782,"Knight (Knights Kingdom II) - Hero, Black Beard",5,https://cdn.rebrickable.com/media/sets/fig-008782.jpg,4
fig-008783,"Knight (Knights Kingdom II) - Hero, Smile",5,https://cdn.rebrickable.com/media/sets/fig-008783.jpg,4
fig-008784,"Knight (Knights Kingdom II) - Hero, Dark Gray Beard",5,https://cdn.rebrickable.com/media/sets/fig-008784.jpg,4
fig-008785,"Knight (Knights Kingdom II) - Hero, Light Gray Beard",5,https://cdn.rebrickable.com/media/sets/fig-008785.jpg,4
fig-008786,Spider Lady,6,https://cdn.rebrickable.com/media/sets/fig-008786.jpg,4
fig-008787,"Baby, Bright Light Blue Body, Bib",2,https://cdn.rebrickable.com/media/sets/fig-008787.jpg,2
fig-008788,Babysitter (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008788.jpg,4
fig-008789,Ice Queen,7,https://cdn.rebrickable.com/media/sets/fig-008789.jpg,4
fig-008790,Elf Maiden,4,https://cdn.rebrickable.com/media/sets/fig-008790.jpg,4
fig-008791,Bucky Barnes / Winter Soldier,4,https://cdn.rebrickable.com/media/sets/fig-008791.jpg,4
fig-008792,Tony Stark - Silver Cameo,4,https://cdn.rebrickable.com/media/sets/fig-008792.jpg,4
fig-008793,War Machine,10,https://cdn.rebrickable.com/media/sets/fig-008793.jpg,4
fig-008794,"Wong, Printed Legs",3,https://cdn.rebrickable.com/media/sets/fig-008794.jpg,4
fig-008795,Viking (CMF),6,https://cdn.rebrickable.com/media/sets/fig-008795.jpg,4
fig-008796,Pinata Boy (CMF),6,https://cdn.rebrickable.com/media/sets/fig-008796.jpg,4
fig-008797,Space Fan (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008797.jpg,4
fig-008798,Tournament Knight (CMF),5,https://cdn.rebrickable.com/media/sets/fig-008798.jpg,4
fig-008799,80's Musician (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008799.jpg,4
fig-008800,Super Warrior (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008800.jpg,4
fig-008801,Pajama Girl,4,https://cdn.rebrickable.com/media/sets/fig-008801.jpg,4
fig-008802,Brick Costume Guy (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008802.jpg,4
fig-008803,Sea Rescuer (CMF),5,https://cdn.rebrickable.com/media/sets/fig-008803.jpg,4
fig-008804,Athlete (CMF),5,https://cdn.rebrickable.com/media/sets/fig-008804.jpg,4
fig-008805,Martial Arts Boy (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008805.jpg,4
fig-008806,Llama Costume Girl (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008806.jpg,4
fig-008807,Pirate Girl (CMF),5,https://cdn.rebrickable.com/media/sets/fig-008807.jpg,4
fig-008808,Peapod Costume Girl (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008808.jpg,4
fig-008809,Breakdancer (CMF),4,https://cdn.rebrickable.com/media/sets/fig-008809.jpg,4
fig-008810,"Woman, Red Torso with Exxon Logo, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008810.jpg,0
fig-008811,"Man, Red Jacket with Zipper and Pockets, Red Legs, White Helmet",4,https://cdn.rebrickable.com/media/sets/fig-008811.jpg,0
fig-008812,"Man, White Torso with Shell Logo, Black Legs, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008812.jpg,0
fig-008813,"Man, Green Jumpsuit with Octan Logo, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-008813.jpg,0
fig-008814,"Woman, White Top with Large Octan Logo, Green Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008814.jpg,3
fig-008815,"Man, Black Jacket over Red Shirt, Black Legs, Black Hair (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008815.jpg,3
fig-008816,"Man, White and Blue Striped Shirt, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008816.jpg,6
fig-008817,"Woman, Red and White Striped Shirt, Black Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008817.jpg,3
fig-008818,"Racer, Yellow Shirt with Two Stripes and 'S', Blue Legs, Blue Helmet with Visor",5,https://cdn.rebrickable.com/media/sets/fig-008818.jpg,6
fig-008819,"Woman, White Torso with Shell Logo, Blue Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008819.jpg,0
fig-008820,"Man, White Vest with Truck, Blue Legs, Red Cap (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008820.jpg,0
fig-008821,"Woman, Red and White Striped Shirt, White Legs, Black Hair, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-008821.jpg,0
fig-008822,"Man, Brown Jacket, Black Legs, Black Hat, Yellow Life Vest, Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008822.jpg,3
fig-008823,"Man, Open Black Jacket over Red Shirt, Light Gray Legs, Helmet and Visor, Yellow Life Vest",6,https://cdn.rebrickable.com/media/sets/fig-008823.jpg,3
fig-008824,"Man, Open Black Jacket over Red Shirt, Black Legs, Helmet and Visor",5,https://cdn.rebrickable.com/media/sets/fig-008824.jpg,3
fig-008825,"Man, Brown Jacket, Light Gray Legs, Green Cap, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008825.jpg,6
fig-008826,"Man, Black Torso, Blue Legs, Blue Cap, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-008826.jpg,6
fig-008827,"Man, Brown Jacket, Black Legs, Red Cap, Yellow Life Vest, Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008827.jpg,3
fig-008828,"Man, Green Jacket, Green Legs, Light Gray Cowbot Hat, Yellow Life Vest, Blue Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008828.jpg,6
fig-008829,"Man, Brown Jacket, Blue Legs, Black Hair, Yellow Life Vest, Blue Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008829.jpg,6
fig-008830,"Woman, Blue and White Jogging Suit, Blue Cap, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-008830.jpg,6
fig-008831,"Man, Blue and White Striped Tank Top, Blue Cap, Moustache",4,https://cdn.rebrickable.com/media/sets/fig-008831.jpg,6
fig-008832,"Woman, Red Halter Top, Red Legs, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008832.jpg,0
fig-008833,"Man, Open Black Jacket over Red Shirt, Red Legs, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-008833.jpg,0
fig-008834,"Man, Brown Jacket, Blue Legs, Black Hair, Sunglasses",4,https://cdn.rebrickable.com/media/sets/fig-008834.jpg,8
fig-008835,"Man, Green Jacket, Blue Legs, Light Gray Cowboy Hat, Yellow Life Vest, Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008835.jpg,6
fig-008836,"Woman, Blue and Light Gray Jogging Suit, Light Gray Cowboy Hat, Backpack",5,https://cdn.rebrickable.com/media/sets/fig-008836.jpg,2
fig-008837,"Man, Blue Torso, Red Legs, Light Gray Cowboy Hat",4,https://cdn.rebrickable.com/media/sets/fig-008837.jpg,0
fig-008838,"Man, Red Jacket with Zipper and Pockets, White Legs, Red Cap",4,https://cdn.rebrickable.com/media/sets/fig-008838.jpg,0
fig-008839,"Man, White Torso, Red Legs, Red Cap (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008839.jpg,0
fig-008840,"Boat Admiral, Black Suit with Gold Anchor, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-008840.jpg,3
fig-008841,"Sailor, White Top with Anchor, Red Hard Hat, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-008841.jpg,4
fig-008842,"Policeman, Black Suit with Pocket and Badge, White Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008842.jpg,3
fig-008843,"Policeman, Black Suit with Tie and Badge, White Hat, Yellow Life Vest, Moustache",5,https://cdn.rebrickable.com/media/sets/fig-008843.jpg,3
fig-008844,"Policeman, Black Vest with Badge and Pockets, White Cap, Blue Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008844.jpg,3
fig-008845,"Man, Brown Jacket, Light Gray Legs, Black Hair, Yellow Life Vest, Blue Sunglasses",5,https://cdn.rebrickable.com/media/sets/fig-008845.jpg,3
fig-008846,"Policeman, Black Jacket with Zipper and Badge, White Hat, Yellow Life Vest",5,https://cdn.rebrickable.com/media/sets/fig-008846.jpg,3
fig-008847,"Man, Blue Overalls, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008847.jpg,6
fig-008848,"Woman, Red Halter Top, Red Legs, Black Ponytail Hair",4,https://cdn.rebrickable.com/media/sets/fig-008848.jpg,0
fig-008849,"Man, White Torso, Red Legs, Red Cap (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008849.jpg,0
fig-008850,"Man, Brown Jacket, Dark Gray Legs, White Cap",4,https://cdn.rebrickable.com/media/sets/fig-008850.jpg,6
fig-008851,"Chef, Red Neckerchief, White Legs (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008851.jpg,0
fig-008852,"Woman, White Shirt with Gold Necklace, Red Legs, Red Hair (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008852.jpg,0
fig-008853,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Light Gray Cowboy Hat (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008853.jpg,6
fig-008854,"Waiter, Man, Black Suit and Bow Tie, Black Hair (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008854.jpg,3
fig-008855,"Chef, Red Neckerchief, White Legs (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008855.jpg,0
fig-008856,"Man, Black Jacket over Red Shirt, Black Legs, Black Hair (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008856.jpg,3
fig-008857,"Waiter, Man, Black Suit and Bow Tie, Black Hair (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008857.jpg,3
fig-008858,"Woman, White Shirt with Gold Necklace, Red Legs, Red Hair (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008858.jpg,0
fig-008859,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Light Gray Cowboy Hat (3626a Head)",4,https://cdn.rebrickable.com/media/sets/fig-008859.jpg,6
fig-008860,"Woman, Red Jacket with Zipper and Pockets, Red Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008860.jpg,0
fig-008861,"Policeman, Bright Light Blue Shirt with Dark Blue Tie, Badge, and Radio on Belt, Blue Legs, Blue Hat",4,https://cdn.rebrickable.com/media/sets/fig-008861.jpg,6
fig-008862,"Criminal, Prison Shirt with #86753, Light Bluish Gray Legs, Black Helmet with Visor, Eyemask",5,https://cdn.rebrickable.com/media/sets/fig-008862.jpg,3
fig-008863,"Criminal, Torn Prison Shirt, Black Legs, Black Hat, Dark Tan Backpack, Stubble and Scar",5,https://cdn.rebrickable.com/media/sets/fig-008863.jpg,3
fig-008864,"Policeman, Medium Blue Shirt with Badge and Tie, Blue Legs, Blue Hat, Brown Eyebrows",4,https://cdn.rebrickable.com/media/sets/fig-008864.jpg,6
fig-008865,"Policeman, Medium Blue Shirt with Badge and Tie, Blue Legs, Blue Hat, Scowl",4,https://cdn.rebrickable.com/media/sets/fig-008865.jpg,6
fig-008866,"Man, Red and White Striped Shirt, Blue Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008866.jpg,0
fig-008867,"Woman, White Jacket with Zipper, Green Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008867.jpg,3
fig-008868,"Man, White Jacket with Zipper, Green Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008868.jpg,3
fig-008869,"Woman, White Jacket with Zipper, White Legs, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008869.jpg,3
fig-008870,"Woman, White Jacket with Zipper, White Legs, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008870.jpg,8
fig-008871,"Woman, White Jacket with Zipper, White Legs, Red Hair",4,https://cdn.rebrickable.com/media/sets/fig-008871.jpg,0
fig-008872,"Woman, White Top with Red Necklace, Red Legs, Black Hair (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008872.jpg,0
fig-008873,"Man, Plain Blue, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-008873.jpg,3
fig-008874,"Woman, Red Torso, Red Legs, Brown Hair (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-008874.jpg,0
fig-008875,"Woman, Plain White, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008875.jpg,8
fig-008876,"Man, Plain White, Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-008876.jpg,8
